,experiment,iter,noise_lvl,num_neurons_updated,patterns_imprinted(m),avg_recall_ratio,avg_hamming,avg_resemblance,avg_steps
100,0.0,5.0,0.0,0.1,1.0,1.0,0.0,100.0,0.0
101,0.0,5.0,0.0,0.1,2.0,1.0,0.0,100.0,0.0
102,0.0,5.0,0.0,0.1,3.0,1.0,0.0,100.0,0.0
103,0.0,5.0,0.0,0.1,4.0,0.75,12.75,97.36570247933884,0.5
104,0.0,5.0,0.0,0.1,5.0,0.4,31.0,93.59504132231406,1.4
105,0.0,5.0,0.0,0.1,6.0,0.16666666666666666,74.16666666666667,84.67630853994491,3.0
106,0.0,5.0,0.0,0.1,7.0,0.0,115.28571428571429,76.18063754427392,4.571428571428571
107,0.0,5.0,0.0,0.1,8.0,0.0,115.75,76.08471074380165,5.0
108,0.0,5.0,0.0,0.1,9.0,0.0,114.22222222222223,76.40036730945822,5.0
109,0.0,5.0,0.0,0.1,10.0,0.0,114.0,76.44628099173553,4.8
110,0.0,5.0,0.0,0.1,11.0,0.0,117.0909090909091,75.8076634109692,5.0
111,0.0,5.0,0.0,0.1,12.0,0.0,113.25,76.60123966942149,4.666666666666667
112,0.0,5.0,0.0,0.1,13.0,0.0,115.3076923076923,76.17609663064208,4.846153846153846
113,0.0,5.0,0.0,0.1,14.0,0.0,114.78571428571429,76.28394332939789,4.214285714285714
114,0.0,5.0,0.0,0.1,15.0,0.0,113.26666666666667,76.59779614325068,5.133333333333334
115,0.0,5.0,0.0,0.1,16.0,0.0,120.9375,75.0129132231405,5.8125
116,0.0,5.0,0.0,0.1,17.0,0.0,119.52941176470588,75.30384054448224,5.764705882352941
117,0.0,5.0,0.0,0.1,18.0,0.0,120.55555555555556,75.09182736455465,5.333333333333333
118,0.0,5.0,0.0,0.1,19.0,0.0,120.42105263157895,75.1196172248804,6.315789473684211
119,0.0,5.0,0.0,0.1,20.0,0.0,123.25,74.53512396694215,5.45
120,0.0,6.0,0.0,0.1,1.0,1.0,0.0,100.0,0.0
121,0.0,6.0,0.0,0.1,2.0,1.0,0.0,100.0,0.0
122,0.0,6.0,0.0,0.1,3.0,1.0,0.0,100.0,0.0
123,0.0,6.0,0.0,0.1,4.0,0.75,12.75,97.36570247933884,0.5
124,0.0,6.0,0.0,0.1,5.0,0.4,31.0,93.59504132231406,1.4
125,0.0,6.0,0.0,0.1,6.0,0.16666666666666666,74.16666666666667,84.67630853994491,3.0
126,0.0,6.0,0.0,0.1,7.0,0.0,115.28571428571429,76.18063754427392,4.571428571428571
127,0.0,6.0,0.0,0.1,8.0,0.0,115.75,76.08471074380165,5.0
128,0.0,6.0,0.0,0.1,9.0,0.0,114.22222222222223,76.40036730945822,5.0
129,0.0,6.0,0.0,0.1,10.0,0.0,114.0,76.44628099173553,4.8
130,0.0,6.0,0.0,0.1,11.0,0.0,117.0909090909091,75.8076634109692,5.0
131,0.0,6.0,0.0,0.1,12.0,0.0,113.25,76.60123966942149,4.666666666666667
132,0.0,6.0,0.0,0.1,13.0,0.0,115.3076923076923,76.17609663064208,4.846153846153846
133,0.0,6.0,0.0,0.1,14.0,0.0,114.78571428571429,76.28394332939789,4.214285714285714
134,0.0,6.0,0.0,0.1,15.0,0.0,113.26666666666667,76.59779614325068,5.133333333333334
135,0.0,6.0,0.0,0.1,16.0,0.0,120.9375,75.0129132231405,5.8125
136,0.0,6.0,0.0,0.1,17.0,0.0,119.52941176470588,75.30384054448224,5.764705882352941
137,0.0,6.0,0.0,0.1,18.0,0.0,120.55555555555556,75.09182736455465,5.333333333333333
138,0.0,6.0,0.0,0.1,19.0,0.0,120.42105263157895,75.1196172248804,6.315789473684211
139,0.0,6.0,0.0,0.1,20.0,0.0,123.25,74.53512396694215,5.45
140,0.0,7.0,0.0,0.1,1.0,1.0,0.0,100.0,0.0
141,0.0,7.0,0.0,0.1,2.0,1.0,0.0,100.0,0.0
142,0.0,7.0,0.0,0.1,3.0,1.0,0.0,100.0,0.0
143,0.0,7.0,0.0,0.1,4.0,0.75,12.75,97.36570247933884,0.5
144,0.0,7.0,0.0,0.1,5.0,0.4,31.0,93.59504132231406,1.4
145,0.0,7.0,0.0,0.1,6.0,0.16666666666666666,74.16666666666667,84.67630853994491,3.0
146,0.0,7.0,0.0,0.1,7.0,0.0,115.28571428571429,76.18063754427392,4.571428571428571
147,0.0,7.0,0.0,0.1,8.0,0.0,115.75,76.08471074380165,5.0
148,0.0,7.0,0.0,0.1,9.0,0.0,114.22222222222223,76.40036730945822,5.0
149,0.0,7.0,0.0,0.1,10.0,0.0,114.0,76.44628099173553,4.8
150,0.0,7.0,0.0,0.1,11.0,0.0,117.0909090909091,75.8076634109692,5.0
151,0.0,7.0,0.0,0.1,12.0,0.0,113.25,76.60123966942149,4.666666666666667
152,0.0,7.0,0.0,0.1,13.0,0.0,115.3076923076923,76.17609663064208,4.846153846153846
153,0.0,7.0,0.0,0.1,14.0,0.0,114.78571428571429,76.28394332939789,4.214285714285714
154,0.0,7.0,0.0,0.1,15.0,0.0,113.26666666666667,76.59779614325068,5.133333333333334
155,0.0,7.0,0.0,0.1,16.0,0.0,120.9375,75.0129132231405,5.8125
156,0.0,7.0,0.0,0.1,17.0,0.0,119.52941176470588,75.30384054448224,5.764705882352941
157,0.0,7.0,0.0,0.1,18.0,0.0,120.55555555555556,75.09182736455465,5.333333333333333
158,0.0,7.0,0.0,0.1,19.0,0.0,120.42105263157895,75.1196172248804,6.315789473684211
159,0.0,7.0,0.0,0.1,20.0,0.0,123.25,74.53512396694215,5.45
160,0.0,8.0,0.0,0.1,1.0,1.0,0.0,100.0,0.0
161,0.0,8.0,0.0,0.1,2.0,1.0,0.0,100.0,0.0
162,0.0,8.0,0.0,0.1,3.0,1.0,0.0,100.0,0.0
163,0.0,8.0,0.0,0.1,4.0,0.75,12.75,97.36570247933884,0.5
164,0.0,8.0,0.0,0.1,5.0,0.4,31.0,93.59504132231406,1.4
165,0.0,8.0,0.0,0.1,6.0,0.16666666666666666,74.16666666666667,84.67630853994491,3.0
166,0.0,8.0,0.0,0.1,7.0,0.0,115.28571428571429,76.18063754427392,4.571428571428571
167,0.0,8.0,0.0,0.1,8.0,0.0,115.75,76.08471074380165,5.0
168,0.0,8.0,0.0,0.1,9.0,0.0,114.22222222222223,76.40036730945822,5.0
169,0.0,8.0,0.0,0.1,10.0,0.0,114.0,76.44628099173553,4.8
170,0.0,8.0,0.0,0.1,11.0,0.0,117.0909090909091,75.8076634109692,5.0
171,0.0,8.0,0.0,0.1,12.0,0.0,113.25,76.60123966942149,4.666666666666667
172,0.0,8.0,0.0,0.1,13.0,0.0,115.3076923076923,76.17609663064208,4.846153846153846
173,0.0,8.0,0.0,0.1,14.0,0.0,114.78571428571429,76.28394332939789,4.214285714285714
174,0.0,8.0,0.0,0.1,15.0,0.0,113.26666666666667,76.59779614325068,5.133333333333334
175,0.0,8.0,0.0,0.1,16.0,0.0,120.9375,75.0129132231405,5.8125
176,0.0,8.0,0.0,0.1,17.0,0.0,119.52941176470588,75.30384054448224,5.764705882352941
177,0.0,8.0,0.0,0.1,18.0,0.0,120.55555555555556,75.09182736455465,5.333333333333333
178,0.0,8.0,0.0,0.1,19.0,0.0,120.42105263157895,75.1196172248804,6.315789473684211
179,0.0,8.0,0.0,0.1,20.0,0.0,123.25,74.53512396694215,5.45
180,0.0,9.0,0.0,0.1,1.0,1.0,0.0,100.0,0.0
181,0.0,9.0,0.0,0.1,2.0,1.0,0.0,100.0,0.0
182,0.0,9.0,0.0,0.1,3.0,1.0,0.0,100.0,0.0
183,0.0,9.0,0.0,0.1,4.0,0.75,12.75,97.36570247933884,0.5
184,0.0,9.0,0.0,0.1,5.0,0.4,31.0,93.59504132231406,1.4
185,0.0,9.0,0.0,0.1,6.0,0.16666666666666666,74.16666666666667,84.67630853994491,3.0
186,0.0,9.0,0.0,0.1,7.0,0.0,115.28571428571429,76.18063754427392,4.571428571428571
187,0.0,9.0,0.0,0.1,8.0,0.0,115.75,76.08471074380165,5.0
188,0.0,9.0,0.0,0.1,9.0,0.0,114.22222222222223,76.40036730945822,5.0
189,0.0,9.0,0.0,0.1,10.0,0.0,114.0,76.44628099173553,4.8
190,0.0,9.0,0.0,0.1,11.0,0.0,117.0909090909091,75.8076634109692,5.0
191,0.0,9.0,0.0,0.1,12.0,0.0,113.25,76.60123966942149,4.666666666666667
192,0.0,9.0,0.0,0.1,13.0,0.0,115.3076923076923,76.17609663064208,4.846153846153846
193,0.0,9.0,0.0,0.1,14.0,0.0,114.78571428571429,76.28394332939789,4.214285714285714
194,0.0,9.0,0.0,0.1,15.0,0.0,113.26666666666667,76.59779614325068,5.133333333333334
195,0.0,9.0,0.0,0.1,16.0,0.0,120.9375,75.0129132231405,5.8125
196,0.0,9.0,0.0,0.1,17.0,0.0,119.52941176470588,75.30384054448224,5.764705882352941
197,0.0,9.0,0.0,0.1,18.0,0.0,120.55555555555556,75.09182736455465,5.333333333333333
198,0.0,9.0,0.0,0.1,19.0,0.0,120.42105263157895,75.1196172248804,6.315789473684211
199,0.0,9.0,0.0,0.1,20.0,0.0,123.25,74.53512396694215,5.45
200,1.0,0.0,0.0,0.2,1.0,1.0,0.0,100.0,0.0
201,1.0,0.0,0.0,0.2,2.0,1.0,0.0,100.0,0.0
202,1.0,0.0,0.0,0.2,3.0,1.0,0.0,100.0,0.0
203,1.0,0.0,0.0,0.2,4.0,0.0,35.25,92.71694214876032,1.0
204,1.0,0.0,0.0,0.2,5.0,0.4,60.4,87.5206611570248,1.6
205,1.0,0.0,0.0,0.2,6.0,0.3333333333333333,86.66666666666667,82.09366391184572,2.1666666666666665
206,1.0,0.0,0.0,0.2,7.0,0.0,86.71428571428571,82.08382526564345,3.2857142857142856
207,1.0,0.0,0.0,0.2,8.0,0.0,87.625,81.8956611570248,2.5
208,1.0,0.0,0.0,0.2,9.0,0.0,98.77777777777777,79.59136822773186,4.0
209,1.0,0.0,0.0,0.2,10.0,0.0,99.8,79.38016528925618,3.9
210,1.0,0.0,0.0,0.2,11.0,0.0,104.81818181818181,78.34335086401204,5.636363636363637
211,1.0,0.0,0.0,0.2,12.0,0.0,107.41666666666667,77.80647382920111,4.833333333333333
212,1.0,0.0,0.0,0.2,13.0,0.0,105.15384615384616,78.27399872854419,4.384615384615385
213,1.0,0.0,0.0,0.2,14.0,0.0,112.57142857142857,76.74144037780401,3.7857142857142856
214,1.0,0.0,0.0,0.2,15.0,0.0,109.66666666666667,77.34159779614326,4.266666666666667
215,1.0,0.0,0.0,0.2,16.0,0.0,111.6875,76.9240702479339,5.125
216,1.0,0.0,0.0,0.2,17.0,0.0,111.17647058823529,77.02965483714149,4.823529411764706
217,1.0,0.0,0.0,0.2,18.0,0.0,113.88888888888889,76.4692378328742,4.555555555555555
218,1.0,0.0,0.0,0.2,19.0,0.0,112.3157894736842,76.79425837320575,4.368421052631579
219,1.0,0.0,0.0,0.2,20.0,0.0,112.35,76.78719008264463,4.8
220,1.0,1.0,0.0,0.2,1.0,1.0,0.0,100.0,0.0
221,1.0,1.0,0.0,0.2,2.0,1.0,0.0,100.0,0.0
222,1.0,1.0,0.0,0.2,3.0,1.0,0.0,100.0,0.0
223,1.0,1.0,0.0,0.2,4.0,0.0,35.25,92.71694214876032,1.0
224,1.0,1.0,0.0,0.2,5.0,0.4,60.4,87.5206611570248,1.6
225,1.0,1.0,0.0,0.2,6.0,0.3333333333333333,86.66666666666667,82.09366391184572,2.1666666666666665
226,1.0,1.0,0.0,0.2,7.0,0.0,86.71428571428571,82.08382526564345,3.2857142857142856
227,1.0,1.0,0.0,0.2,8.0,0.0,87.625,81.8956611570248,2.5
228,1.0,1.0,0.0,0.2,9.0,0.0,98.77777777777777,79.59136822773186,4.0
229,1.0,1.0,0.0,0.2,10.0,0.0,99.8,79.38016528925618,3.9
230,1.0,1.0,0.0,0.2,11.0,0.0,104.81818181818181,78.34335086401204,5.636363636363637
231,1.0,1.0,0.0,0.2,12.0,0.0,107.41666666666667,77.80647382920111,4.833333333333333
232,1.0,1.0,0.0,0.2,13.0,0.0,105.15384615384616,78.27399872854419,4.384615384615385
233,1.0,1.0,0.0,0.2,14.0,0.0,112.57142857142857,76.74144037780401,3.7857142857142856
234,1.0,1.0,0.0,0.2,15.0,0.0,109.66666666666667,77.34159779614326,4.266666666666667
