,experiment,iter,noise_lvl,num_neurons_updated,patterns_imprinted(m),avg_recall_ratio,avg_hamming,avg_resemblance,avg_steps
0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,100.0,1.0
1,0.0,0.0,0.0,0.1,2.0,1.0,0.0,100.0,1.0
2,0.0,0.0,0.0,0.1,3.0,1.0,0.0,100.0,1.0
3,0.0,0.0,0.0,0.1,4.0,1.0,0.0,100.0,1.0
4,0.0,0.0,0.0,0.1,5.0,0.8,14.0,97.10743801652893,6.0
5,0.0,0.0,0.0,0.1,6.0,0.3333333333333333,46.166666666666664,90.46143250688705,16.333333333333332
6,0.0,0.0,0.0,0.1,7.0,0.42857142857142855,38.142857142857146,92.11924439197165,11.714285714285714
7,0.0,0.0,0.0,0.1,8.0,0.25,56.75,88.27479338842974,14.75
8,0.0,0.0,0.0,0.1,9.0,0.3333333333333333,64.33333333333333,86.70798898071625,16.11111111111111
9,0.0,0.0,0.0,0.1,10.0,0.2,88.1,81.79752066115704,22.8
10,0.0,0.0,0.0,0.1,11.0,0.18181818181818182,90.54545454545455,81.29226145755071,19.90909090909091
11,0.0,0.0,0.0,0.1,12.0,0.3333333333333333,79.58333333333333,83.55716253443525,18.916666666666668
12,0.0,0.0,0.0,0.1,13.0,0.23076923076923078,80.0,83.47107438016528,17.615384615384617
13,0.0,0.0,0.0,0.1,14.0,0.21428571428571427,85.14285714285714,82.40850059031877,18.785714285714285
14,0.0,0.0,0.0,0.1,15.0,0.13333333333333333,88.26666666666667,81.76308539944903,20.733333333333334
15,0.0,0.0,0.0,0.1,16.0,0.125,75.5,84.40082644628099,18.0
16,0.0,0.0,0.0,0.1,17.0,0.23529411764705882,84.76470588235294,82.4866310160428,20.764705882352942
17,0.0,0.0,0.0,0.1,18.0,0.05555555555555555,76.66666666666667,84.15977961432509,18.5
18,0.0,0.0,0.0,0.1,19.0,0.15789473684210525,81.47368421052632,83.16659417137886,18.263157894736842
19,0.0,0.0,0.0,0.1,20.0,0.1,88.2,81.77685950413222,21.95
